politico_nome,orientacao,vitoria,abandono,aberto,abraco,acabar,acao,acessibilidade,acessivel,acesso,acoes,acolhimento,acompanhar,acontecer,acredita,acreditam,acreditar,acredito,adversarios,agenda,agir,agora,agradecer,agradeco,agua,ai,ainda,alegria,alem,algo,alguem,algumas,alguns,ali,alta,alto,alunos,ama,amanha,ambiente,amigas,amigo,amigos,amo,amor,ampliacao,ampliar,animacao,animado,animais,animal,aniversario,ano,anos,antes,antonio,aparece,apenas,apoiar,apoio,apos,apresentando,apresentar,aqui,aracajuanas,aracajuanos,area,areas,arrastao,arte,artistas,asfalto,assembleia,assim,assista,assistencia,ataques,ate,atencao,atender,atendimento,atividades,ato,atraves,atual,aumentar,av,avanca,avancando,avancar,avanco,avancos,avante,avenida,azul,bairro,bairros,basta,bege,bem,bemestar,bio,blusa,boa,boas,bolsonaro,bom,bone,bonito,bora,branca,branco,brasil,cabeca,cada,cafe,calca,camara,camilo,caminhada,caminhando,caminhar,caminho,camisa,campanha,canal,candidata,candidato,candidatos,candidatura,canto,cantos,capital,cara,card,carinho,carlos,carreata,carro,carrossel,casa,casas,caso,causa,ce,ceara,celebrar,central,centro,certa,certeza,certo,chama,chance,chao,chapa,chega,chegando,chegar,chegou,cheia,cheio,cidadania,cidadaniapmbrepublicanospldcprdnovopp,cidadao,cidade,cidades,cima,claro,cnpj,coisa,coligacao,colocar,combate,comeca,comecamos,comecando,comecar,comecou,comentarios,comerciantes,comercio,comicio,comigo,comite,compartilhe,completo,compromisso,compromissos,comunicacao,comunidade,comunidades,concentracao,concretas,condicoes,confianca,confira,confirma,confirmar,conforto,conheca,conhece,conhecer,conjunto,conosco,conquista,conquistas,conrado,construcao,construindo,construir,consultas,conta,contagiante,contamos,contar,contem,continua,continuar,continue,continuidade,conto,contra,contratada,conversa,conversamos,conversando,conversar,convite,convivencia,coracao,coragem,creche,creches,cresce,crescer,crescimento,criacao,crianca,criancas,criar,crime,cuida,cuidado,cuidando,cuidar,cultura,culturais,cultural,dadas,dando,dantas,daqui,dar,data,dc,debate,decidiu,dedicacao,defesa,deficiencia,deixa,deixar,deixe,demais,demandas,democracia,dentro,deputado,desafio,desafios,descaso,descricao,desde,desejo,desenvolvimento,desigualdade,dessa,desse,desta,destacando,deste,determinacao,deu,deus,deve,dia,dialogo,dias,diferenca,diferente,digital,digna,dignidade,dinheiro,direito,direitos,diretamente,discutir,disposicao,disso,diversas,divulgada,diz,dizer,dois,dom,domingo,dona,duas,dumont,durante,duvidas,economia,educacao,eficiente,elegendo,eleger,eleicao,eleicoes,eleitores,elmano,emocao,emocionante,emprego,empregos,enche,encontrar,encontro,energia,enfrentar,enquanto,ensino,entao,entregar,entrevista,equipe,erro,escola,escolas,escolha,escolher,espaco,espacos,espalhando,espalhar,especial,especialmente,espera,esperanca,espero,esporte,essenciais,essencial,estado,estadual,estao,estar,estaremos,estrutura,estudantes,evento,eventos,exames,exemplo,experiencia,fabiano,faca,fake,fala,falando,falar,falta,faltam,familia,familiares,familias,faremos,faz,fazem,fazendo,fazer,fazermos,fe,federacao,federal,feira,feita,feito,felicidade,feliz,festa,fez,fica,ficar,fico,ficou,filas,filho,filhos,fim,final,fique,firme,firmes,fizemos,foco,forca,forcas,forma,formato,fortalece,fortalecer,forte,fortes,foto,fotos,frente,fundamental,fundo,futura,futuro,gabriella,galera,garantindo,garantir,garra,gente,geracao,gestao,gestor,gigante,governador,governo,grande,grandes,gratidao,grato,gratuito,guarda,ha,historia,historias,historico,hoje,homem,honra,hora,horas,hospital,humana,ideias,igualdade,igualitaria,iluminacao,imagem,imagens,implementar,importa,importancia,importante,importantes,inauguracao,incentivo,inclusao,inclusiva,inclusive,incrivel,independencia,infancia,informacoes,infraestrutura,inicio,inovacao,instituto,integral,investimentos,investir,ir,iremos,ja,janeiro,jardim,jeans,jeito,jingle,joanna,jogo,jornada,jornal,jose,jovem,jovens,juntamente,junto,juntos,justa,justica,justo,juventude,la,lado,lazer,led,lei,leste,levada,levando,levar,liberal,liberdade,lideranca,liderancas,liga,limpa,linda,lindo,link,livre,lixo,locais,local,logo,longo,lugar,lula,luta,lutando,lutar,mae,maes,maior,mandato,maneira,manha,mao,maos,marca,marcado,marco,margem,maria,marques,massa,maternidade,mdb,medo,meio,melhor,melhorar,melhores,melhorias,menos,mensagem,mentiras,mercado,merece,merecem,mil,milhares,milhoes,mim,mini,ministro,mira,missao,mobilidade,moco,momento,momentos,moradia,moradores,mostra,mostram,mostrando,mostrar,mostrou,movimento,mudanca,mudar,muita,muitas,muitos,mulher,mulheres,mundo,municipais,municipal,municipio,musica,nacional,nada,nao,natalense,natalenses,ne,necessidades,nenhuma,nessa,nesse,nesta,neste,news,ninguem,nivel,noite,nome,nordeste,norte,nova,novamente,novas,novos,numero,nunca,objetivo,obra,obras,obrigada,obrigado,oculos,odio,oferecer,olha,olhando,olhar,olho,onda,onde,onibus,ontem,oportunidade,oportunidades,ordem,orgulho,orla,outra,outras,outro,outros,outubro,ouvindo,ouvir,ouviu,pai,pais,palavra,palavras,papel,parabens,parar,parceria,parque,parte,participacao,participar,partido,partir,passa,passado,passamos,passando,passar,passo,passou,paulo,paz,pcdob,pdt,pe,percentuais,perto,pesquisa,pesquisas,pessoas,pl,planejamento,plano,plenaria,pmb,pode,podem,podemos,poder,pois,policia,politica,politicas,polo,ponte,ponto,pontos,populacao,popular,porque,porta,porto,possam,possivel,post,pouco,povo,pppsdpsbrepublicanosmdb,pra,praca,pracas,pratica,precisa,precisam,precisamos,preciso,prefeita,prefeito,prefeitura,preparada,preparado,presenca,presente,presidente,preta,preto,primeira,primeiro,principais,principalmente,prioridade,pro,problema,problemas,professores,profissionais,programa,programas,progresso,projeto,projetos,promover,pronta,pronto,prontos,proposta,propostas,protecao,proxima,proximo,proximos,psb,psdb,psol,pt,ptpcdobpv,ptpcdobpvpppsdpsbrepublicanosmdb,publica,publicacao,publicas,publico,publicos,pv,quaest,qualidade,qualquer,quanto,quartafeira,quase,quatro,quer,querem,queremos,querida,quero,questao,radio,reais,real,realidade,realizada,realizado,realizar,realmente,recado,recebemos,recebendo,receber,recebi,recebido,recepcao,recifenses,reconstruir,recursos,rede,redes,reduzir,referencia,reforca,reforcar,regiao,registrada,renda,renovacao,representa,representantes,republicanos,residencial,resolver,respeito,responsabilidade,resultado,resultados,reta,reuniao,ricardo,rio,ritmo,rn,rua,ruas,rumo,sabado,sabatina,sabe,sabem,sabemos,saber,santa,santo,santos,sapatenis,sapato,saude,secretaria,segue,seguimos,seguir,seguiremos,segunda,segundo,segura,seguranca,sei,semana,sempre,sendo,senhora,sentada,sentimento,sentimos,sentir,sera,serao,sergipe,serio,servico,servicos,setembro,sextafeira,sido,sim,simbora,sistema,sistemao,situacao,so,sob,sobre,sociais,social,sol,solidariedade,solucoes,sonho,sonhos,sorriso,sorrisos,sucesso,sujo,sul,sustentavel,ta,tambem,tanta,tantas,tanto,tao,tarifa,tecnologia,tempo,tendo,tenis,tera,teresinense,teresinenses,time,tipo,to,toda,todas,todo,todos,tomou,tornar,total,trabalha,trabalhador,trabalhadores,trabalhando,trabalhar,trabalho,trajetoria,transformacao,transformar,transito,transparencia,transporte,traz,trazendo,trazer,tres,tropa,trouxe,tse,tudo,turismo,turma,turno,tv,ubpdtmobilizaprtbfederacao,ultima,ultimo,ultimos,uniao,unica,unico,unidades,unidos,unir,urbana,urna,urnas,usa,usando,uv,vagas,vai,vale,valeu,valorizacao,valorizar,vamos,vao,varias,varios,vem,vencer,venha,ver,verdade,verdadeira,verdadeiramente,verdadeiro,verde,vereador,vereadora,vereadores,veste,vez,vezes,vice,viceprefeita,viceprefeito,victor,vida,vidas,video,vila,violencia,virada,virar,virou,visita,vista,viu,viva,vive,viver,vivo,vms,voce,voces,volta,voltar,vontade,vota,votar,vote,voto,votos,vou,voz,youtube,zero,zona
aracaju_emilia_correa,dir,sim,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
aracaju_luiz_roberto,esq,não,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
fortaleza_andre_fernandes,dir,não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
fortaleza_evandro_leitao,esq,sim,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
