texto_processado
estar perto povo ouvir cada historia abracar cada esperanca sentido luta justa melhor povo natalenses voltarao orgulho cidade simbooora
fake news aqui nao apesar tentativas outro candidato espalhar mentiras nao baixaremos cabeca verdade sempre vem tona seguiremos fazendo campanha alegre propositiva assim iremos fazer historia ta chegando
preparada ta chegando ultimo debate chama galera prepara porque prefeita mudanca vai dar show propostas debate nesta sexta partir h simbora todinha
nao merece ficar quase merece prefeitura fato interesse promover transformacao cidade precisa gente vai alcancar candidatura preparada somada alinhamento inedito governo estado governo federal agora consolidar urnas vitoria povo decretando ruas domingo vai voltar esperanca simbora prefeita mudanca
segue lider pesquisa instituto ranking potengi saiu hoje mostra todo mundo ja sabe povo decidiu quer prefeita alegria vem ai simbora foguete nao re domingo pesquisa instituto ranking brasil inteligencia encomendada portal noticias potengi ouviu eleitores natalrn dias outubro nivel confianca estimado margem erro maxima prevista baseada amostra aleatoria simples aas cerca pontos percentuais menos relacao totais amostra estudo registrado tribunal superior sob numero rn
cada abraco cada sorriso cada conversa enchem forca esperanca estar lado lado povo faz acreditar todos dias podemos transformar cidade justa acolhedora gente caminhada so faz sentido porque juntos coracao aberto vontade fazer diferente simboooora domingo dia votar
presente futuro partilho voces slam poema falado compus juventude palavras carregadas indignacao esperanca nascem certeza precisamos conseguiremos acabar abismo social separa pessoas nossass cidades feita sonhos poesias coracoes correrias nasce dentro djalma anuncia renasce sorriso menina carrega peito nome pois sabe bem esperanca povo fome dia fazer daqui feliz cidade gratidao companheiro registrou performance rolezinho juventude realizado zona norte
beijo pra vai eleger preferia lula domingo
faltou chao quintas piseiro presenca prefeito reeleito vermelhou ruas bairro carregou multidao levou muita alegria vontade mudanca onde passou valeu todo acolhimento receptividade gente lindo ver simbora gas alegria vem ai domingo pra trazer esperanca volta pra cidade
nao jeito povo quer percorremos todas zonas cidade olhando olho povo coisa certa ta chegando hora fazer historia
campanha linda cada atividade fazemos fica claro construindo campanha bonita cidade ja viu so posso agradecer toda equipe trabalhou possivel cada voces maneira outra chegou junto pra somar domingo iremos fazer historia simbora
receber apoio querido alegria presente imenso campanha obrigada chico acreditar chegar junto nessa caminhada vamos construir povo merece domingo
piseiro incrivel cheio energia carinho povo obrigada cada cada compareceu fez festa mudanca acontecer agora rumo vitoria domingo merece simbooora
natalizou quatro cantos cidade recado povo so nao natalizou ainda tempo viu simbora gente eleger urnas candidata preparada fazer historia neste domingo natalizese medo feliz
