texto_processado
sim ficha limpa
pode merece agora
luta vida geracao oportunidades direitos garantidos agora
atual prefeito investigado policia federal nao nenhuma explicacao populacao ficha limpa vou continuar lutando direitos voces dia outubro
final debate ate conclui melhor
povo ja escolheu prefeito
faltam dias agora confirma oportunidades todos bora resolver
logo vamos juntos grande carreata vitoria agora bora resolver
gente sabe
precisamos restabelecer verdade
compartilhe verdade denunciei ministerio publico gestao servindo farelos farofa frango criancas educacao basica
faltam dias votar vamos juntos ainda forca fe humana inclusiva oportunidades todos bora resolver
compartilhe verdade lutei acabar farinata garantir merendas dignas criancas
pense bem escute coracao faca escolha decisao agora vai definir proximos anos vida vamos juntos nao apenas eleicao geracao agora agora vez botar pra resolver
sinto orgulho gratidao tudo construindo juntos obrigado todos estao lado luta melhor todos bora resolver agora agora vez
reafirmamos aqui principal compromisso cuidar pessoas garantir direitos chega obras nao resolvem reais problemas populacao
ja mirante debate candidatos prefeitura vamos mostrar melhores propostas cidade bora resolver domingo
atual prefeito ate hoje investigado policia federal
conto torcida vamos juntos forca fe lutar oportunidades todos agora bora resolver
dia candidato prefeito assinatura carta compromisso crianca prioridade proposta candidatos coloquem primeira infancia agenda politica fim garantir qualidade vida desenvolvimento criancas prioridade governo municipal ocasiao entregamos ainda cartilha prioridade absoluta eleicoes contendo diretrizes gestao municipal comprometida infancia adolescencia iniciativa agenda repima atuando mobilizadora local forma pluralizar temas transversais impulsionar adesao candidaturas planos governo presentes naisandra mota silva gezyka silveira repima candidato centro esquerda direita mulher estatura media trajando blusa branca calca azul lado candidato homem estatura alta trajando camisa branca calca preta lado mulher estatura alta trajando blusa branca calca preta piso tom claro fundo parede branca canto direito imagem logomarca rede estadual primeira infancia maranhao
trabalhamos verdade provas
luta consegui chegar prefeito
obrigado dona rita tempo amor dedicados sitio rangedor proteger meio ambiente consolidar base aconteca desenvolvimento social economico institucional agora vez cuidar
passe livre estudantil vai garantir maior frequencia escolar inclusao jovens atividades culturais cidade economia direta orcamento familiar agora vez estudantes agora
desespero atual prefeito crescimento reta final campanha chegou nivel absurdo fake news antigas usadas programa tv disparadas massa via whatsapp vamos acionar policia federal contra atitude ilegal baixa ataca honra familia explicar gestao povo quer respostas varios escandalos corrupcao promessas nao cumpridas ultimos anos
hoje carreata santo antonio vamos juntos mostrar forca toda agora vez
compromisso cada voces obrigado
queremos podemos escolher diferente domingo vote pra resolver
obrigado coroadinho fizemos caminhada bonita proposito claro promover oportunidades justas todos merece vamos juntos amigo
hoje meiodia estarei vivo tv mirante apresentando propostas solucoes vamos juntos lutar cidade melhor oportunidades todos bora resolver agora
separamos muuuuitos motivos pra voce votar mudanca dia outubro nao esqueca pra resolver reais problemas transformar cidade oportunidades todos vote
voz ruas grita neste domingo vamos mostrar forca urnas
voz ruas grita mudanca agora
